label,hmin_nm,Umin_kT,hexit_nm,tau_mfpt_s,ut_mean_all_um_s,ut_mean_front_um_s,ut_max_um_s,lambda_all,lambda_front,n,median_wt,mean_wt,median_wt_per_entry,mean_entries,median_net,median_entry
"6 mM, -70 mV",35.04330025198368,-2.1610729399911954,85.27908666327025,0.06335036418651215,6.945986423922382,6.959604217056407,11.989864695300477,0.004376238384784207,0.004384818117797206,1778,1.0839027135057746,1.5238284773298898,0.01794639990497869,83.86164229471316,4.330415930868037,69.44632708435533
"20 mM, -70 mV",17.502698310585778,-4.274181241211255,85.27908666327025,0.2997482766809557,6.811698941338306,6.824635642315754,11.740508781561873,0.02030626572785328,0.02034483115623644,1759,3.303983821871852,4.429058335891664,0.2398905840796248,18.07504263786242,12.28031771858901,56.43973564178916
"50 mM, -70 mV",10.231688595273056,-7.22726669013463,85.27908666327025,2.3252464598973517,6.756304135148014,6.76895560729565,11.64609335406946,0.15624139504965445,0.15653396382960258,1773,18.83697103006194,24.83865938907658,1.8873196583881922,12.661026508742244,53.425459391171245,20.588041914118918
"100 mM, -70 mV",6.775209120719843,-10.800812699762705,85.27908666327025,41.11394947667007,6.729981149047999,6.7424970752728255,11.638948092655667,2.7518260063739577,2.756943650913602,1711,231.74869208634885,330.5828054833639,31.693489989371948,9.851548801870251,110.07969977925485,0.40043825051157866
"50 mM, -50 mV",9.601393378019111,-7.624587208769486,85.27908666327025,3.198235887990065,6.7515035872488,6.76413034016211,11.644797572113514,0.2147478972713354,0.2151495216802477,1758,23.78786422056266,31.894640901689442,2.5828076823623096,11.921501706484642,61.80351755350968,13.346901782242828
"50 mM, -30 mV",8.609727134814625,-8.341044344689879,85.27908666327025,5.767269663533775,6.743951167093179,6.756539030321741,11.642752398093249,0.3868143707442038,0.38753637573402766,1738,38.727995309627175,52.96907313190822,4.604785678396,11.012082853855006,75.92078711192727,3.6885219885529867
"100 mM, -30 mV",5.590501323315179,-12.63103281024853,85.27908666327025,212.13479359423087,6.720960506263334,6.733429980912797,11.636476926034558,14.179508401304325,14.2058158048945,1257,817.4987914726877,929.8089076272482,147.26200381193806,5.879077167859984,113.02711377307655,0.35336125395362733
